PUF_ID,sample,fpl,SWB_1,SWB_2,SWB_3,FWBscore,FWB1_1,FWB1_2,FWB1_3,FWB1_4,FWB1_5,FWB1_6,FWB2_1,FWB2_2,FWB2_3,FWB2_4,FSscore,FS1_1,FS1_2,FS1_3,FS1_4,FS1_5,FS1_6,FS1_7,FS2_1,FS2_2,FS2_3,SUBKNOWL1,ACT1_1,ACT1_2,FINGOALS,PROPPLAN_1,PROPPLAN_2,PROPPLAN_3,PROPPLAN_4,MANAGE1_1,MANAGE1_2,MANAGE1_3,MANAGE1_4,SAVEHABIT,FRUGALITY,AUTOMATED_1,AUTOMATED_2,ASK1_1,ASK1_2,SUBNUMERACY2,SUBNUMERACY1,CHANGEABLE,GOALCONF,LMscore,FINKNOWL1,FINKNOWL2,FINKNOWL3,FK1correct,FK2correct,FK3correct,KHscore,KHKNOWL1,KHKNOWL2,KHKNOWL3,KHKNOWL4,KHKNOWL5,KHKNOWL6,KHKNOWL7,KHKNOWL8,KHKNOWL9,KH1correct,KH2correct,KH3correct,KH4correct,KH5correct,KH6correct,KH7correct,KH8correct,KH9correct,ENDSMEET,HOUSING,LIVINGARRANGEMENT,HOUSERANGES,IMPUTATION_FLAG,VALUERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_4,PRODHAVE_5,PRODHAVE_6,PRODHAVE_7,PRODHAVE_8,PRODHAVE_9,PRODUSE_1,PRODUSE_2,PRODUSE_3,PRODUSE_4,PRODUSE_5,PRODUSE_6,CONSPROTECT1,CONSPROTECT2,CONSPROTECT3,EARNERS,VOLATILITY,SNAP,MATHARDSHIP_1,MATHARDSHIP_2,MATHARDSHIP_3,MATHARDSHIP_4,MATHARDSHIP_5,MATHARDSHIP_6,COLLECT,REJECTED_1,REJECTED_2,ABSORBSHOCK,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,FRAUD2,COVERCOSTS,BORROW_1,BORROW_2,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,MANAGE2,PAIDHELP,HSLOC,PAREDUC,FINSOC2_1,FINSOC2_2,FINSOC2_3,FINSOC2_4,FINSOC2_5,FINSOC2_6,FINSOC2_7,OBJNUMERACY1,ON2correct,ON1correct,MATERIALISM_1,MATERIALISM_2,MATERIALISM_3,CONNECT,HEALTH,SCFHORIZON,DISCOUNT,MEMLOSS,DISTRESS,SELFCONTROL_1,SELFCONTROL_2,SELFCONTROL_3,OUTLOOK_1,OUTLOOK_2,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PEM,HOUSESAT,SOCSEC1,SOCSEC2,SOCSEC3,LIFEEXPECT,HHEDUC,KIDS_NoChildren,KIDS_1,KIDS_2,KIDS_3,KIDS_4,EMPLOY,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,EMPLOY1_9,RETIRE,MILITARY,Military_Status,agecat,generation,PPEDUC,PPETHM,PPGENDER,PPHHSIZE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PCTLT200FPL,finalwt
12361,1,2,4,5,6,47,2,1,3,2,3,3,3,2,3,3,33,3,1,2,1,2,2,3,4,3,5,1,3,3,1,3,3,4,3,5,4,5,5,4,6,7,1,4,2,6,4,3,3,3,1,3,2,1,1,1,-1.215,2,3,2,2,2,2,2,4,2,0,1,1,0,0,1,0,0,0,1,2,2,4,1,-2,-2,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,1,0,0,2,1,1,1,1,1,100,3,3,1,0,2,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,5,3,-2,-2,65,75,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,3,1,4,1,2,1,3,1,4,9,0,0,0,0,2,1,2.38398270623513
13641,1,3,6,5,7,47,3,3,3,3,4,3,3,3,3,3,53,4,4,4,3,4,4,4,4,4,4,5,2,4,1,5,4,4,4,5,4,5,5,2,5,7,7,4,2,3,5,6,4,3,1,3,2,1,1,1,-.188,3,3,2,2,2,2,4,1,1,1,1,1,0,0,1,1,0,1,2,2,2,5,1,-2,-2,99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,1,0,1,1,1,3,2,1,0,0,0,8,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,2,4,1,1,1,1,1,1,0,3,1,0,3,3,3,50,2,2,1,0,3,2,2,2,3,3,0,0,0,0,0,0,0,0,0,1,4,3,-2,-2,-1,0,5,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,-2,0,5,2,4,4,1,1,2,5,1,1,3,5,0,0,0,0,2,0,.660503625024
7748,1,3,6,6,7,77,4,4,1,5,1,2,1,4,1,1,58,4,4,4,4,4,4,4,4,4,2,6,5,5,0,2,2,4,3,5,5,5,5,6,6,1,1,5,2,6,6,5,4,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,0,4,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,4,1,1,1,1,1,1,1,2,1,1,4,4,3,85,4,5,2,0,2,1,3,3,4,5,0,0,0,0,0,0,0,0,0,1,6,4,-2,-2,67,80,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,3,3,4,1,1,2,9,1,1,2,4,0,0,0,0,2,0,.845508501355146
8143,1,3,6,6,4,62,4,4,2,4,2,3,2,4,2,2,52,4,4,4,3,3,4,3,4,4,2,5,5,4,1,5,5,4,4,5,5,4,5,4,5,0,0,5,3,4,6,5,4,3,1,3,2,1,1,1,.712,3,3,2,1,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,1,2,4,0,2,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,0,0,0,1,1,0,1,2,1,1,3,3,3,100,4,4,2,0,2,2,3,3,4,3,0,0,0,0,0,0,0,1,0,0,5,4,1,62,-2,95,2,-1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,1,2,7,1,2,1,1,1,6,1,0,3,5,0,0,0,0,1,0,.8309197205337721
14361,2,3,6,6,5,77,4,4,1,4,2,2,1,5,1,1,54,4,4,4,4,4,4,4,3,3,2,5,5,4,1,3,3,3,3,5,5,5,5,5,6,1,1,3,3,2,2,5,3,3,1,3,2,1,1,1,-.188,3,3,3,2,1,2,4,2,2,1,1,0,0,1,1,1,1,0,1,1,2,99,0,4,99,-1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,0,0,1,1,1,0,-1,0,0,3,4,3,90,4,5,2,0,3,2,3,3,4,3,0,1,0,0,0,0,0,1,0,0,6,4,1,65,-2,-2,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-2,1,4,8,1,4,1,2,2,9,1,1,3,5,0,0,0,0,2,0,.697936270306241
8338,1,3,6,5,6,63,3,3,2,3,1,3,2,5,1,2,57,4,4,4,4,3,4,4,4,4,2,5,5,4,0,4,4,4,4,5,4,5,5,4,5,1,1,5,4,5,5,3,4,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,0,1,2,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,-2,1,2,0,1,1,0,1,1,0,2,1,1,2,3,3,90,3,4,2,0,2,2,3,4,3,4,1,1,0,0,1,0,0,0,0,0,5,3,-2,-2,67,50,2,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,3,2,1,1,4,8,1,1,3,6,0,0,1,0,3,0,1.53155824881854
9469,1,3,6,6,7,71,5,5,2,5,2,1,1,5,1,2,69,5,4,5,4,5,5,5,4,4,2,5,5,5,1,2,4,4,4,5,5,5,5,5,6,1,1,5,4,6,6,1,4,3,1,3,2,1,1,1,.712,3,3,2,1,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,1,2,1,0,4,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,-2,1,5,1,1,1,1,1,1,0,2,1,1,2,2,1,90,4,4,2,0,3,1,3,3,4,4,0,0,0,0,1,0,0,0,0,0,5,4,-2,-2,62,98,5,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,2,0,5,5,2,4,1,1,2,9,1,1,1,2,0,0,0,0,2,0,.819822713517509
10156,1,3,7,6,4,57,3,3,3,4,3,3,2,4,2,2,51,4,4,3,3,3,4,4,4,4,3,4,4,4,1,4,4,4,4,5,4,3,3,4,6,1,1,4,3,2,4,6,3,2,2,3,2,0,1,1,-.57,2,3,2,2,1,2,2,3,1,0,1,1,0,1,1,0,0,1,1,1,2,7,0,4,2,99,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,1,1,3,1,1,0,0,0,4,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,5,0,1,0,1,1,1,1,3,0,0,1,3,1,75,5,4,2,0,1,1,3,3,5,3,0,1,0,0,0,0,1,0,0,0,4,3,0,-2,-2,100,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,6,2,5,4,2,2,9,1,0,4,9,0,0,0,0,2,0,.354585684267469
8144,1,2,6,5,4,48,1,1,3,3,5,4,3,3,2,2,57,4,4,3,4,3,5,4,5,2,2,6,5,4,0,3,3,3,3,5,5,5,5,3,6,7,7,5,2,3,5,5,3,3,1,3,2,1,1,1,-.188,3,3,2,1,2,2,3,1,1,1,1,1,1,0,1,0,0,1,1,1,2,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,1,0,0,0,2,1,1,1,2,1,70,3,1,2,0,1,1,3,3,5,3,0,0,0,0,0,0,0,0,0,1,1,4,-2,-2,68,70,3,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,-2,0,5,4,3,3,1,2,2,2,1,1,3,6,0,0,0,0,2,0,1.29784619428007
9218,1,3,6,6,6,64,3,3,1,3,2,2,2,3,1,2,53,4,3,4,4,3,4,4,3,3,2,5,3,3,1,4,4,4,4,5,3,5,4,4,5,1,1,3,3,5,5,5,3,3,1,3,2,1,1,1,-.188,2,3,1,1,1,2,4,4,1,0,1,0,1,1,1,1,0,1,1,1,2,7,0,4,3,99,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,2,0,2,2,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,1,1,1,1,1,1,2,1,1,3,3,3,80,4,4,2,0,3,2,3,3,3,3,0,1,0,0,1,0,1,1,0,0,5,3,-2,-2,62,50,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,3,4,3,2,3,9,1,1,4,8,0,0,1,0,2,0,3.29975078586931
8339,1,3,5,4,6,44,2,2,3,3,4,5,3,2,2,4,45,3,3,4,4,3,2,3,3,3,2,5,4,3,1,3,4,4,3,5,4,1,2,5,3,1,1,4,4,5,3,5,3,3,1,3,2,1,1,1,-.57,3,3,3,1,2,2,3,1,1,1,1,0,1,0,1,0,0,1,2,1,2,5,0,1,2,4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0,2,1,0,1,1,1,1,1,1,0,1,0,4,1,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,0,0,0,0,1,0,0,2,0,1,4,4,4,75,3,1,1,0,4,1,2,3,2,5,1,1,1,0,0,0,1,0,0,0,6,3,-2,-2,67,75,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,4,3,4,1,1,2,7,1,1,1,2,0,0,0,0,2,0,.559520962881406
12312,1,3,7,6,6,56,3,4,2,4,2,2,3,4,2,3,51,3,4,4,4,3,3,4,4,4,2,5,4,4,0,4,4,3,3,5,4,2,5,4,5,-1,-1,3,3,3,6,5,3,3,1,3,2,1,1,1,-.188,3,3,2,1,2,2,3,1,1,1,1,1,1,0,1,0,0,1,1,1,1,7,0,4,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,1,2,0,1,0,1,1,1,0,2,1,1,3,4,2,100,3,3,2,0,1,1,3,3,1,4,0,0,0,0,1,0,1,0,0,0,5,4,-2,-2,66,90,5,-1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,5,2,5,1,2,3,9,2,1,4,9,0,0,0,0,3,1,1.14866919001225
7749,1,3,6,6,6,70,4,4,1,4,1,2,1,4,1,4,42,3,3,3,3,3,3,3,3,3,2,5,3,3,0,2,3,4,2,5,1,5,2,3,4,1,1,3,2,5,5,3,4,2,1,1,2,1,0,1,-.57,3,3,2,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,1,1,2,7,0,3,1,6,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,2,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,1,0,0,1,0,1,2,1,1,3,3,4,90,4,5,2,0,3,1,2,3,3,3,0,1,0,0,0,0,0,0,0,0,6,4,-2,-2,68,100,5,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,-2,0,5,4,3,4,1,2,3,9,1,1,1,2,0,0,0,1,2,0,1.71142242819492
9943,1,3,3,5,5,46,1,3,3,3,4,3,3,1,2,4,50,4,4,3,3,3,4,4,3,3,3,5,4,4,1,4,4,4,4,4,3,3,4,5,5,0,1,4,4,5,5,6,3,3,1,3,2,1,1,1,.712,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,3,2,4,2,0,-2,-2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,2,0,2,2,1,1,2,1,0,0,1,1,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,3,-2,1,3,1,1,1,1,1,1,1,2,1,1,4,4,4,20,4,3,1,0,5,2,3,3,3,4,1,0,0,0,1,0,0,0,0,0,6,1,-2,-2,62,75,5,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,-2,1,4,1,4,3,1,1,3,5,4,1,3,5,0,0,0,0,3,0,1.09435206302439
9715,1,3,4,5,5,39,1,2,5,2,3,3,4,3,4,4,43,3,3,2,3,3,3,3,4,4,4,3,3,3,1,4,4,3,3,2,3,1,2,2,5,7,7,3,3,3,3,4,3,1,1,2,1,1,0,0,-.188,3,3,2,1,1,2,1,4,1,1,1,1,1,1,1,0,0,1,2,2,2,3,0,-2,-2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,2,0,1,1,1,2,1,1,1,0,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,0,1,2,0,1,5,3,1,80,3,2,2,0,3,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,4,2,-2,-2,68,100,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,-2,0,5,4,2,2,1,2,3,5,1,0,2,3,0,0,0,0,3,0,1.31669727196403
10776,1,3,7,7,7,58,3,4,4,3,4,4,1,5,1,2,54,4,4,3,4,3,4,4,4,3,3,5,5,3,1,3,2,3,3,5,4,5,4,5,6,1,0,4,2,5,5,2,3,3,1,3,2,1,1,1,.712,3,3,2,1,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,2,1,6,0,-2,-2,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-2,1,4,0,0,0,0,0,1,0,2,1,1,2,1,1,80,5,4,2,0,2,3,2,3,4,4,0,0,1,0,0,0,0,1,0,0,3,3,-2,-2,67,90,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,5,2,4,1,1,1,7,3,1,4,9,0,0,0,0,1,0,.7898539016235721
13023,2,3,3,3,3,53,2,3,3,3,3,3,3,3,2,2,55,4,4,4,4,4,3,4,4,3,2,7,5,5,1,3,4,3,3,5,4,5,4,5,6,0,1,4,2,6,6,3,3,3,1,3,2,1,1,1,.242,2,3,2,1,1,2,4,4,1,0,1,1,1,1,1,1,0,1,2,1,2,99,0,4,99,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,3,0,1,1,1,1,1,1,2,1,1,2,2,2,100,4,1,2,0,3,1,3,3,2,2,0,1,0,0,0,0,0,0,0,0,5,4,1,63,-2,100,4,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,2,0,5,7,1,3,1,2,2,6,1,1,3,5,0,0,0,0,2,0,.500172094237707
11516,1,3,6,4,6,58,3,4,2,3,2,3,2,3,2,3,55,4,4,4,3,3,4,5,4,4,2,6,5,4,1,5,4,5,4,5,4,5,4,6,3,1,0,4,3,5,4,5,4,3,1,3,2,1,1,1,.242,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,0,0,1,2,1,2,7,0,4,2,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,2,1,0,1,1,1,1,2,1,0,0,0,4,1,1,0,0,0,0,2,1,-1,0,0,0,1,1,0,0,0,0,0,0,0,3,-2,1,1,0,0,0,0,1,1,0,2,1,1,3,4,3,100,4,4,1,0,2,1,3,3,3,2,0,0,0,0,0,0,0,1,0,0,5,4,1,70,-2,-2,4,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,-2,0,5,8,1,4,1,2,2,9,1,1,4,9,0,0,0,0,2,0,.677903285457568
13307,1,3,6,6,7,46,3,3,3,3,5,5,4,3,2,2,46,4,3,3,2,4,2,4,4,3,3,-1,3,3,1,5,5,5,4,4,4,5,2,5,4,0,7,3,1,3,4,5,2,3,1,3,2,1,1,1,-1.215,1,1,2,1,1,1,3,4,2,0,0,1,1,1,0,0,0,0,2,1,2,1,0,3,99,98,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,0,2,2,0,2,1,1,2,2,1,1,0,0,3,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,-1,1,0,0,0,0,0,0,0,2,1,1,3,3,3,50,2,3,1,0,3,3,3,2,2,2,0,1,0,0,0,0,0,0,0,0,4,3,1,68,-2,100,2,-1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,-2,0,5,8,1,1,1,2,3,5,1,1,4,8,0,0,0,0,3,1,1.25262772451057
9944,1,2,2,2,5,22,1,1,5,1,5,5,5,1,3,5,47,3,5,3,4,2,3,2,4,4,2,5,4,4,0,5,5,5,3,5,5,1,5,1,6,7,7,5,2,4,4,2,4,3,1,3,2,1,1,1,.242,3,3,2,1,1,2,3,4,1,1,1,1,1,1,1,0,0,1,3,2,3,3,0,-2,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,1,2,2,3,1,1,1,1,1,0,1,1,0,0,0,0,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,1,1,0,2,1,1,4,1,1,90,1,1,1,1,5,2,3,3,-1,1,0,0,0,0,0,0,0,0,0,1,6,3,-2,-2,65,0,3,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,-2,0,5,1,4,2,1,1,3,3,4,1,4,9,0,0,0,0,3,0,1.83166161439418
10157,2,3,4,2,2,43,1,2,4,2,4,4,3,1,2,4,34,3,2,2,2,1,3,2,4,4,5,3,4,2,1,3,3,4,3,5,3,5,5,4,2,7,1,2,1,3,3,5,2,3,1,3,2,1,1,1,.712,3,3,2,1,1,2,3,2,1,1,1,1,1,1,1,0,1,1,2,1,2,5,0,3,2,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,3,0,1,1,1,2,1,1,1,1,1,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,2,0,1,4,3,4,75,4,3,2,0,4,2,2,2,3,2,0,1,0,0,0,0,0,1,0,0,6,3,0,-2,-2,100,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-2,0,5,6,2,2,1,2,2,7,1,1,1,2,0,0,0,0,2,0,.5859839057855321
8542,1,2,5,4,5,36,1,3,3,1,5,5,4,3,3,5,33,2,1,3,2,1,3,2,4,3,1,-1,3,3,0,3,3,3,3,3,3,2,4,2,5,7,7,1,1,4,3,4,2,3,1,3,2,1,1,1,-.909,3,2,1,1,2,2,3,1,1,1,0,0,1,0,1,0,0,1,2,2,3,98,0,-2,-2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,3,3,8,1,1,1,1,1,1,1,0,1,8,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,1,1,1,0,1,0,2,0,1,3,3,3,-1,4,3,1,0,4,1,2,3,3,3,1,0,0,0,0,0,0,0,0,0,4,2,-2,-2,-1,-1,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,-2,0,5,2,4,3,2,1,5,4,4,1,1,2,0,1,1,0,4,0,1.46377554851332
10379,1,3,7,6,6,65,3,4,2,4,4,4,1,5,1,1,64,4,4,5,4,4,5,4,5,5,1,6,5,5,1,4,5,4,4,5,5,3,5,6,6,7,7,5,1,2,5,7,4,1,1,1,1,1,0,0,.242,3,3,2,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,4,4,0,2,2,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,3,1,1,0,1,1,0,1,2,1,1,2,5,3,50,3,4,2,0,2,1,3,3,3,3,0,0,0,0,0,0,0,0,0,1,7,4,-2,-2,62,91,3,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,5,2,4,3,1,1,5,6,1,0,2,4,1,1,0,0,3,0,.935249882760383
12313,2,3,4,4,4,64,4,4,2,4,1,3,2,4,1,3,53,4,4,4,4,3,4,4,3,3,2,6,5,4,1,4,4,4,3,5,5,5,5,5,4,-1,1,4,4,3,5,4,3,3,1,3,2,1,1,1,.712,3,3,2,1,1,2,3,2,1,1,1,1,1,1,1,0,1,1,1,-1,2,1,0,-2,-2,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,1,0,0,1,1,0,0,2,1,1,3,4,4,75,3,3,2,0,3,2,3,3,5,3,0,1,0,0,0,0,0,1,0,0,7,3,0,-2,-2,-2,4,1,0,0,0,0,8,0,0,0,1,0,0,0,1,0,2,0,5,8,1,4,1,2,2,8,1,1,2,3,0,0,0,0,2,0,.534212475310017
9219,2,2,7,7,7,63,4,4,2,4,2,2,2,4,2,2,57,4,4,4,4,4,4,4,4,4,2,5,4,4,0,4,4,4,4,5,4,5,4,5,5,0,0,4,2,5,5,6,3,3,1,3,2,1,1,1,-.909,3,1,3,1,2,1,3,2,1,1,0,0,1,0,0,0,1,1,1,1,2,99,0,3,1,7,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,1,2,2,0,1,1,1,1,1,1,0,0,0,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,2,2,2,100,4,4,2,0,2,2,3,3,-1,-1,0,1,0,0,0,0,0,0,0,0,-1,-1,1,63,-2,100,4,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,1,2,8,1,3,1,1,2,2,1,1,3,5,0,0,0,0,2,0,.662206802046615
14360,2,3,5,4,6,57,3,3,1,4,4,3,2,3,2,3,44,3,3,4,3,3,4,3,4,3,3,4,4,4,0,4,4,4,4,5,4,5,5,4,5,0,1,4,3,5,3,5,3,3,1,3,2,1,1,1,1.267,3,3,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,1,1,1,1,1,1,1,0,0,4,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-2,-1,2,0,1,0,1,1,0,0,2,0,1,2,1,2,100,2,3,1,0,3,1,3,3,-1,-1,0,0,0,0,1,0,1,0,0,0,4,4,1,-3,-2,-2,2,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,1,4,8,1,3,1,2,1,3,2,1,2,3,0,0,0,0,1,0,.733979139655193
9716,1,3,4,4,5,56,3,3,3,3,3,4,2,3,1,2,47,3,5,3,4,2,3,3,4,4,4,5,5,3,1,4,4,4,2,5,3,5,5,6,6,7,1,3,3,6,3,2,3,2,1,1,2,1,0,1,-.188,2,3,2,1,1,2,4,3,1,0,1,1,1,1,1,1,0,1,2,1,2,98,0,3,98,98,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,1,1,1,1,1,1,0,0,0,4,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,0,1,1,0,2,0,1,2,3,1,100,2,4,2,1,4,2,3,3,4,2,0,1,0,0,0,0,0,0,0,0,5,3,-2,-2,65,0,5,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,5,5,2,5,1,2,2,9,1,1,4,8,0,0,0,0,2,0,1.14866919001225
